address,city,state,zipcode,property_type,square_footage,lot_size,num_rooms,num_bedrooms,num_baths,year_built,last_sale_amount,last_sale_date,estimated_value
3015 N Milwaukee St,Denver,CO,80205,Single Family Residence,841,6680.00,4,2,2.000,1947,227000,2007-03-01,417505
460 Steele St,Denver,CO,80206,Single Family Residence,4870,6250.00,11,3,6.000,2004,1805000,2010-09-13,3009560
1268 Kalamath St,Denver,CO,80204,Single Family Residence,890,3750.00,5,2,1.000,1880,238000,1999-06-30,281920
2750 W Wesley Ave,Denver,CO,80219,Single Family Residence,904,18000.00,7,3,1.000,1951,46500,1979-01-01,251984
5030 Decatur St,Denver,CO,80221,Single Family Residence,1224,6250.00,6,3,2.000,1947,76000,1996-11-01,327148
3193 S Wilding Ct,Denver,CO,80231,Single Family Residence,2204,9450.00,8,4,3.000,1976,85500,1995-01-23,409377
301 W 79th Pl,Denver,CO,80221,Single Family Residence,962,10950.00,7,4,1.000,1962,0,1994-12-23,248531
6681 Irving St,Denver,CO,80221,Single Family Residence,820,6250.00,5,3,1.000,1959,65625,2007-10-09,176547
6991 Warren Dr,Denver,CO,80221,Single Family Residence,1015,6000.00,5,3,2.000,1955,182000,2001-12-13,271750
6550 Irving St,Denver,CO,80221,Single Family Residence,1240,6700.00,5,3,2.000,1992,140000,2007-05-03,258948
9072 E Colorado Dr,Denver,CO,80231,Single Family Residence,2676,9801.00,0,4,3.000,1985,406000,2015-10-01,1334192
2251 S Downing St,Denver,CO,80210,Single Family Residence,857,4690.00,5,2,2.000,1925,286000,2005-11-16,447770
991 S Alcott St,Denver,CO,80219,Single Family Residence,878,7910.00,5,3,1.000,1953,111150,2007-12-06,259307
3439 Federal Blvd,Denver,CO,80211,Single Family Residence,1304,4440.00,6,2,2.000,1911,297500,2013-06-05,498921
3166 W Clyde Pl,Denver,CO,80211,Single Family Residence,819,4690.00,5,2,1.000,1927,225000,2009-04-28,520059
3654 Dexter St,Denver,CO,80207,Single Family Residence,1486,3200.00,6,4,2.000,2001,176000,2009-01-14,342050
3474 W 20th Ave,Denver,CO,80211,Single Family Residence,1666,3412.00,8,3,3.000,1997,348500,2006-09-18,579524
5147 Elkhart St,Denver,CO,80239,Single Family Residence,1542,6544.00,6,3,3.000,2000,162000,2000-06-12,274773
3004 N Williams St,Denver,CO,80205,Single Family Residence,1032,3120.00,5,3,2.000,1885,260000,2014-01-06,437763
42 S Hazel Ct,Denver,CO,80219,Single Family Residence,804,6250.00,5,2,1.000,1928,171500,2014-05-01,262998
2454 S Kirkwood Ct,Denver,CO,80222,Single Family Residence,2762,13800.00,7,4,3.000,1968,280000,1999-12-15,526500
2539 Xanthia Ct,Denver,CO,80238,Single Family Residence,2104,3600.00,8,3,4.000,2004,392500,2011-08-02,721759
20059 Randolph Pl,Denver,CO,80249,Single Family Residence,2588,5060.00,7,3,3.000,2006,255000,2014-08-14,333948
14534 Andrews Dr,Denver,CO,80239,Single Family Residence,1326,6290.00,6,3,1.000,1983,125000,2010-03-26,258494
4511 Anaheim Ct,Denver,CO,80239,Single Family Residence,1542,7900.00,6,3,2.000,1979,205000,2014-05-19,280843
4456 S Wolff St,Denver,CO,80236,Single Family Residence,2100,10500.00,9,4,3.000,1975,262500,2001-08-14,378397
1800 S Julian St,Denver,CO,80219,Single Family Residence,755,10300.00,4,2,1.000,1953,166000,2001-09-27,241137
842 S Hazel Ct,Denver,CO,80219,Single Family Residence,634,8120.00,4,2,1.000,1942,35000,1989-08-04,215881
2810 W Mississippi Ave # 5,Denver,CO,80219,Single Family Residence,1908,5242.00,5,2,2.000,1976,0,2002-09-09,293204
4720 Perry St,Denver,CO,80212,Single Family Residence,1400,9375.00,5,3,2.000,1946,248000,2011-06-07,598474
4944 Enid Way,Denver,CO,80239,Single Family Residence,1297,4500.00,6,3,2.000,1995,220000,2015-07-27,257426
5182 Dillon St,Denver,CO,80239,Single Family Residence,1593,6800.00,7,4,2.000,1983,101111,2011-05-02,267969
1467 S Osage St,Denver,CO,80223,Single Family Residence,1062,6250.00,5,3,2.000,1956,67500,1987-09-01,272687
529 Uinta Way,Denver,CO,80230,Single Family Residence,2044,6282.00,7,2,2.000,2002,530000,2015-03-16,839615
339 Elm St,Denver,CO,80220,Single Family Residence,1353,6270.00,6,3,2.000,1952,285550,1997-12-03,720860
4112 Sheridan Blvd,Denver,CO,80212,Single Family Residence,577,6240.00,4,1,1.000,1937,149500,2001-09-21,340288
4750 E Bails Pl,Denver,CO,80222,Single Family Residence,872,6120.00,4,2,1.000,1953,187000,2003-07-17,342212
1275 Madison St,Denver,CO,80206,Single Family Residence,1596,3960.00,6,4,3.000,1907,109900,1997-12-03,565838
4368 Andes Way,Denver,CO,80249,Single Family Residence,1296,2800.00,5,2,1.000,2003,127500,2012-03-23,244106
3417 Bruce Randolph Ave,Denver,CO,80205,Single Family Residence,1038,4690.00,6,2,1.000,1926,107500,1999-02-24,353482
2832 S Uinta St,Denver,CO,80231,Single Family Residence,2112,9010.00,6,3,4.000,1979,156800,1986-09-01,477170
5251 S Ingalls St,Denver,CO,80123,Single Family Residence,1897,5880.00,7,3,4.000,1998,339950,2010-04-12,462018
20000 Mitchell Pl # 44,Denver,CO,80249,Single Family Residence,1522,2552.00,6,2,3.000,2002,121800,2010-05-12,261026
2035 S Monroe St,Denver,CO,80210,Single Family Residence,1547,7230.00,5,3,2.000,1964,500000,2016-09-08,602756
1108 S Knox Ct,Denver,CO,80219,Single Family Residence,683,6410.00,4,2,1.000,1953,107500,2005-07-29,228475
1623 S Leyden St,Denver,CO,80224,Single Family Residence,1343,6780.00,5,3,3.000,1959,269000,2006-01-03,448181
2670 S Hazel Ct,Denver,CO,80219,Single Family Residence,734,6000.00,4,2,1.000,1952,273000,2016-06-30,258285
2 S Glencoe St,Denver,CO,80246,Single Family Residence,4306,7500.00,8,3,7.000,2006,1675000,2007-07-12,2317069
3224 S Ash St,Denver,CO,80222,Single Family Residence,4040,11500.00,10,4,5.000,2004,764000,2012-03-16,1408295
5127 Eliot St,Denver,CO,80221,Single Family Residence,1056,6250.00,6,3,1.000,1942,169900,2004-10-20,266734
2164 S Lafayette St,Denver,CO,80210,Single Family Residence,2469,6250.00,8,3,3.000,2005,155000,2000-01-14,789313
4177 Irving St,Denver,CO,80211,Single Family Residence,1349,6250.00,7,3,2.000,1925,600000,2016-08-05,676445
6701 Martin Luther King Blvd,Denver,CO,80207,Single Family Residence,766,8100.00,4,2,2.000,1952,276000,2016-08-24,294394
3516 N Madison St,Denver,CO,80205,Single Family Residence,850,4690.00,5,2,2.000,1929,319000,2013-04-04,413252
1579 W Maple Ave,Denver,CO,80223,Single Family Residence,978,5620.00,4,2,2.000,1935,149900,2012-09-07,316685
1372 S Newton St,Denver,CO,80219,Single Family Residence,1151,7500.00,6,3,2.000,2013,212000,2014-06-11,273965
629 S Vine St,Denver,CO,80209,Single Family Residence,2285,5620.00,6,2,2.000,1927,399900,2001-07-20,1015542
3317 N Clay St,Denver,CO,80211,Single Family Residence,1485,3120.00,6,3,2.000,1890,57000,1997-02-20,494957
15 Holly St,Denver,CO,80220,Single Family Residence,2559,9000.00,7,4,3.000,1956,485000,2013-09-16,810812
4830 Jebel St,Denver,CO,80249,Single Family Residence,1713,6527.00,5,2,2.000,2001,235910,2003-04-21,303839
624 Jackson St,Denver,CO,80206,Single Family Residence,1107,4460.00,6,2,1.000,1924,279900,2003-03-04,523655
5761 W Green Meadows Pl,Denver,CO,80227,Single Family Residence,1003,8060.00,5,2,2.000,1963,179900,2013-03-08,327304
7226 Mariposa St,Denver,CO,80221,Single Family Residence,1004,8200.00,5,3,2.000,1958,0,1995-10-26,221505
500 El Paso Blvd,Denver,CO,80221,Single Family Residence,1200,6800.00,5,2,1.000,1998,98000,2009-06-15,255994
4115 W 32nd Ave,Denver,CO,80212,Single Family Residence,918,3900.00,5,2,2.000,1929,70000,1983-01-01,468650
250 S Garfield St # C,Denver,CO,80209,Single Family Residence,1880,1705.00,7,3,3.000,1994,233900,1995-06-01,674270
1170 S Clay St,Denver,CO,80219,Single Family Residence,1248,7200.00,5,3,2.000,1957,0,2008-03-14,281336
1400 S Broadway,Denver,CO,80210,Single Family Residence,1336,8150.00,0,0,.000,0,255000,1993-02-01,774213
2572 S Winona Ct,Denver,CO,80219,Single Family Residence,1450,7340.00,6,4,2.000,1955,78000,1983-06-01,327592
1745 S Tejon St,Denver,CO,80223,Single Family Residence,1046,6000.00,6,3,1.000,1953,75000,1996-06-13,254146
1421 S Navajo St,Denver,CO,80223,Single Family Residence,1058,6250.00,5,2,1.000,1956,220000,2015-10-15,256787
2144 N Gilpin St,Denver,CO,80205,Single Family Residence,2954,4690.00,13,6,3.000,1896,70000,1982-05-01,771044
225 S Ogden St,Denver,CO,80209,Single Family Residence,1168,4130.00,6,3,1.000,1895,60000,1981-04-01,453309
4786 High St,Denver,CO,80216,Single Family Residence,800,4560.00,5,3,1.000,1886,39000,1994-12-29,200183
6956 Morrison Dr,Denver,CO,80221,Single Family Residence,850,6000.00,6,4,2.000,1955,102000,2011-01-24,268158
7477 Quivas St,Denver,CO,80221,Single Family Residence,850,6161.00,4,2,2.000,1959,128500,1999-05-05,253577
8481 Devonshire Blvd,Denver,CO,80229,Single Family Residence,888,8750.00,5,2,1.000,1959,47500,1991-12-03,231233
8902 E Wesley Ave,Denver,CO,80231,Single Family Residence,5134,9583.00,0,4,7.000,2006,1275000,2012-05-31,2005023
2575 S Holly Pl,Denver,CO,80222,Single Family Residence,1512,14070.00,0,2,2.000,1956,315000,2010-05-04,564950
945 Locust St,Denver,CO,80220,Single Family Residence,1003,7380.00,4,2,1.000,1947,140000,2013-07-01,386566
128 S Logan St,Denver,CO,80209,Single Family Residence,1448,3900.00,6,3,2.000,1895,260000,2001-04-06,527535
2064 S Fox St,Denver,CO,80223,Single Family Residence,545,4690.00,4,1,1.000,1925,169000,2015-06-05,251709
1535 S Clarkson St,Denver,CO,80210,Single Family Residence,807,4940.00,4,2,2.000,1945,75500,1990-06-26,477072
1326 S Elm St,Denver,CO,80222,Single Family Residence,2069,7260.00,6,4,3.000,1955,665000,2015-06-29,777269
5025 Scranton Ct,Denver,CO,80239,Single Family Residence,1089,7200.00,5,3,2.000,1967,132000,1999-12-22,250953
12990 Pensacola Pl,Denver,CO,80239,Single Family Residence,1215,8780.00,6,4,2.000,1969,198900,2002-07-23,252116
1360 Trenton St,Denver,CO,80220,Single Family Residence,665,6100.00,5,2,1.000,1946,84000,2008-07-08,238274
2970 Zenobia St,Denver,CO,80212,Single Family Residence,937,6650.00,5,2,2.000,1940,495000,2015-08-21,625876
2450 N Vine St,Denver,CO,80205,Single Family Residence,1479,5013.00,8,3,4.000,1915,470000,2013-08-20,662840
2448 S Cook St,Denver,CO,80210,Single Family Residence,3819,6370.00,10,4,4.000,1998,656300,1999-06-04,1886945
3881 S Quebec St,Denver,CO,80237,Single Family Residence,2201,7350.00,8,4,3.000,1970,280000,2009-04-06,591869
640 Detroit St,Denver,CO,80206,Single Family Residence,1154,6250.00,7,2,2.000,1932,460000,2013-07-02,718482
2500 Locust St,Denver,CO,80207,Single Family Residence,1775,10500.00,6,3,4.000,1941,552000,2014-09-19,647964
4309 Freeport Way,Denver,CO,80239,Single Family Residence,1923,8190.00,7,4,2.000,1980,190000,2014-03-28,275320
20751 Randolph Pl,Denver,CO,80249,Single Family Residence,1491,4370.00,5,3,3.000,2011,0,2011-09-01,277557
1350 Hudson St,Denver,CO,80220,Single Family Residence,856,5870.00,4,2,2.000,1951,795000,2016-04-26,787910
800 S Garfield St,Denver,CO,80209,Single Family Residence,3686,12000.00,10,5,5.000,1951,1270000,2013-06-28,1836477
2360 S Monroe St,Denver,CO,80210,Single Family Residence,1662,23675.00,7,3,3.000,1951,488000,1999-09-24,1317078
3311 N Raleigh St,Denver,CO,80212,Single Family Residence,1199,4760.00,4,2,2.000,1913,530000,2014-12-03,647077
3065 N Gilpin St,Denver,CO,80205,Single Family Residence,1293,1880.00,6,3,1.000,1891,365000,2014-12-15,420306
5545 Billings St,Denver,CO,80239,Single Family Residence,987,7540.00,5,3,2.000,1971,120000,2011-05-31,264009
1176 Roslyn St,Denver,CO,80220,Single Family Residence,713,6560.00,3,1,1.000,1940,69000,1998-11-05,230278
3947 S Jasmine St,Denver,CO,80237,Single Family Residence,2436,12200.00,7,3,4.000,1963,477000,2005-11-28,639961
3560 W Arizona Ave,Denver,CO,80219,Single Family Residence,1443,6680.00,7,3,1.000,1954,178500,2013-08-05,327848
385 S Pennsylvania St,Denver,CO,80209,Single Family Residence,920,3870.00,4,2,1.000,1905,375000,2014-10-02,461537
1658 Xenia St,Denver,CO,80220,Single Family Residence,897,6250.00,4,2,1.000,1951,0,2011-12-09,268680
4949 Osceola St,Denver,CO,80212,Single Family Residence,733,6250.00,4,1,1.000,1910,275000,2015-12-07,305726
5935 W Colgate Pl,Denver,CO,80227,Single Family Residence,1024,9300.00,7,3,2.000,1962,235000,2013-04-17,356102
1140 N Clarkson St,Denver,CO,80218,Single Family Residence,1807,3120.00,8,5,2.000,1900,380000,2012-05-03,573783
3124 S Akron St,Denver,CO,80231,Single Family Residence,1635,9620.00,7,4,3.000,1970,265000,2007-08-23,379637
414 S Oneida Way,Denver,CO,80224,Single Family Residence,2257,10400.00,7,4,3.000,1956,350000,2010-04-27,577750
800 Meade St,Denver,CO,80204,Single Family Residence,1651,6270.00,6,4,2.000,1977,94000,1997-04-30,285378
4665 S Xavier St,Denver,CO,80236,Single Family Residence,1702,8470.00,6,3,3.000,1978,301500,2013-06-20,451577
6503 E Bates Ave,Denver,CO,80224,Single Family Residence,1355,11100.00,6,3,2.000,1966,338000,2014-06-30,552589
2010 W Center Ave,Denver,CO,80223,Single Family Residence,847,7020.00,6,3,1.000,1951,70000,2008-04-21,247119
7992 E Kenyon Dr,Denver,CO,80237,Single Family Residence,1227,9900.00,6,3,3.000,1963,380000,2013-06-07,489986
5550 Yuba Way,Denver,CO,80239,Single Family Residence,840,6700.00,4,2,1.000,1970,0,2008-08-26,233073
3392 W Hayward Pl,Denver,CO,80211,Single Family Residence,1640,4720.00,5,2,2.000,1896,18000,1977-01-01,561761
2610 S Julian St,Denver,CO,80219,Single Family Residence,1114,6420.00,4,2,1.000,1951,0,2001-02-14,249147
3704 N Gilpin St,Denver,CO,80205,Single Family Residence,1132,5431.00,5,3,2.000,1997,298000,2016-08-05,303827
116 S Lincoln St,Denver,CO,80209,Single Family Residence,1893,4000.00,7,3,2.000,1890,272000,2003-07-22,556837
3747 N Franklin St,Denver,CO,80205,Single Family Residence,1037,4370.00,5,2,2.000,1886,282500,2014-04-08,363574
1329 W Exposition Ave,Denver,CO,80223,Single Family Residence,1106,6250.00,7,3,2.000,1952,205000,2007-03-08,293037
1365 Detroit St,Denver,CO,80206,Single Family Residence,2349,6250.00,10,4,3.000,1912,669000,2013-11-20,962938
20889 E 51st Pl,Denver,CO,80249,Single Family Residence,3539,7487.00,9,4,3.000,2006,362700,2006-06-22,434861
21321 E 48th Pl,Denver,CO,80249,Single Family Residence,3582,7563.00,10,5,3.000,2003,241000,2009-01-28,403608
1307 S Fillmore St,Denver,CO,80210,Single Family Residence,818,6250.00,5,2,2.000,1946,420000,2014-01-14,677799
4935 Enid Way,Denver,CO,80239,Single Family Residence,1493,4813.00,8,4,2.000,1995,160000,2007-05-24,262240
3828 Yates St,Denver,CO,80212,Single Family Residence,869,6250.00,4,2,1.000,1924,270000,2009-06-16,498896
7866 E Severn Pl,Denver,CO,80230,Single Family Residence,1888,5062.00,6,2,4.000,2001,507500,2013-05-15,664509
2173 S Washington St,Denver,CO,80210,Single Family Residence,916,5210.00,5,2,1.000,1929,265000,2007-06-30,416013
401 S Gilpin St,Denver,CO,80209,Single Family Residence,3201,6740.00,11,5,5.000,2006,475000,2006-01-31,1715989
1091 Spruce St,Denver,CO,80230,Single Family Residence,2587,5969.00,8,4,4.000,2002,539500,2006-06-29,700190
4119 Eaton St,Denver,CO,80212,Single Family Residence,1055,6650.00,0,2,1.000,1899,370000,2016-06-15,338501
3061 S Josephine St,Denver,CO,80210,Single Family Residence,2385,9500.00,7,4,2.000,1955,375000,2003-11-28,771038
2305 S Knox Ct,Denver,CO,80219,Single Family Residence,920,6420.00,5,3,2.000,1951,122000,2016-09-26,265382
3351 Mariposa St,Denver,CO,80211,Single Family Residence,690,3050.00,4,1,1.000,1906,135000,2009-03-05,355686
121 S Jasmine St,Denver,CO,80224,Single Family Residence,1844,8210.00,8,4,3.000,1959,81000,1995-05-17,694489
3327 Quivas St,Denver,CO,80211,Single Family Residence,1593,8250.00,7,3,2.000,1890,44400,1986-11-20,640651
1717 Willow St,Denver,CO,80220,Single Family Residence,854,6250.00,4,2,1.000,1941,45000,1992-06-01,271951
1620 S University Blvd,Denver,CO,80210,Single Family Residence,1875,6250.00,7,3,3.000,1997,210810,1998-08-01,580275
3025 N Monroe St,Denver,CO,80205,Single Family Residence,1132,6400.00,5,2,1.000,1949,168950,2007-02-14,361430
1010 S Steele St,Denver,CO,80209,Single Family Residence,950,6250.00,5,2,2.000,1941,0,2005-03-04,541467
711 Race St,Denver,CO,80206,Single Family Residence,3298,6240.00,9,5,4.000,1909,0,2007-10-26,1224226
4437 Walden Way,Denver,CO,80249,Single Family Residence,1648,4500.00,5,3,3.000,2014,257253,2015-05-07,277140
3720 N Milwaukee St,Denver,CO,80205,Single Family Residence,929,9370.00,5,2,1.000,1907,55000,2009-07-28,303094
18646 Burlington Pl,Denver,CO,80249,Single Family Residence,2294,3434.00,6,3,3.000,2015,278346,2015-07-17,334978
843 N Ogden St,Denver,CO,80218,Single Family Residence,1364,3230.00,6,2,2.000,1900,68900,1989-12-29,427168
1325 Bruce Randolph Ave,Denver,CO,80205,Single Family Residence,1646,2060.00,7,5,1.000,1887,0,2008-03-20,416780
7101 Larsh Dr,Denver,CO,80221,Single Family Residence,850,6700.00,4,2,2.000,1955,137000,2004-09-07,241512
641 Del Norte St,Denver,CO,80221,Single Family Residence,1125,6820.00,4,2,1.000,1955,200000,2016-01-11,230859
5467 Umatilla St,Denver,CO,80221,Single Family Residence,1296,9728.00,7,4,2.000,1979,185000,2011-01-10,297210
2548 S Patton Ct,Denver,CO,80219,Single Family Residence,1397,6000.00,7,4,2.000,1956,149200,2012-03-13,300429
1453 Tennyson St,Denver,CO,80204,Single Family Residence,1582,6250.00,6,3,2.000,1926,430000,2015-03-06,644266
1160 S Xavier St,Denver,CO,80219,Single Family Residence,765,7500.00,4,2,1.000,1927,28500,1977-07-01,246551
595 N High St,Denver,CO,80218,Single Family Residence,1686,6250.00,8,3,2.000,1932,510000,2008-11-03,884469
334 S Lincoln St,Denver,CO,80209,Single Family Residence,951,4500.00,6,2,1.000,1897,382000,2016-03-09,447140
1674 S Grant St,Denver,CO,80210,Single Family Residence,1181,6250.00,5,3,1.000,1938,335000,2009-09-29,538782
3660 Kearney St,Denver,CO,80207,Single Family Residence,805,6280.00,5,3,2.000,1953,157000,2010-11-01,438603
1955 S Ogden St,Denver,CO,80210,Single Family Residence,916,6250.00,5,2,2.000,1927,225000,2005-05-05,492389
24 S Hazel Ct,Denver,CO,80219,Single Family Residence,595,6250.00,4,1,2.000,1936,179000,2015-07-13,229717
5301 E Colorado Ave,Denver,CO,80222,Single Family Residence,1210,6550.00,6,3,3.000,1956,102500,1993-01-01,426581
1775 S Sherman St,Denver,CO,80210,Single Family Residence,1057,6250.00,5,2,2.000,1923,270000,2011-01-31,503573
2025 S Utica St,Denver,CO,80219,Single Family Residence,904,6150.00,4,2,2.000,1954,132000,2009-04-02,324178
1707 S Clarkson St,Denver,CO,80210,Single Family Residence,2332,4170.00,7,3,2.000,1908,329900,2003-03-27,731879
13011 E 47th Avenue Cir,Denver,CO,80239,Single Family Residence,1631,8000.00,6,3,3.000,1970,184000,2002-08-27,270407
215 S King St,Denver,CO,80219,Single Family Residence,788,6250.00,4,2,2.000,1892,49000,1985-02-01,228560
2956 California St,Denver,CO,80205,Single Family Residence,876,3150.00,5,2,1.000,1893,186900,2005-09-01,374810
824 S Quivas St,Denver,CO,80223,Single Family Residence,1364,11216.00,5,3,1.000,1952,72600,1992-10-01,279058
5509 Ensenada St,Denver,CO,80249,Single Family Residence,2845,7006.00,5,2,4.000,2013,358200,2013-07-12,428218
5164 Elm Ct,Denver,CO,80221,Single Family Residence,982,6250.00,4,2,1.000,1942,158000,2000-12-08,295988
2617 S Osceola St,Denver,CO,80219,Single Family Residence,857,6000.00,4,2,1.000,1955,300000,2016-04-22,294706
2515 S Newton St,Denver,CO,80219,Single Family Residence,1031,6000.00,5,3,1.000,1955,249000,2014-07-30,267260
3020 Jasmine St,Denver,CO,80207,Single Family Residence,840,6360.00,4,2,2.000,1949,265000,2013-04-16,414653
1140 S Milwaukee St,Denver,CO,80210,Single Family Residence,1436,6250.00,5,2,1.000,1942,405000,2006-09-25,561980
4415 W 36th Ave,Denver,CO,80212,Single Family Residence,1872,3528.00,8,4,4.000,1999,389000,2006-12-06,637523
4390 Jericho St,Denver,CO,80249,Single Family Residence,1166,4820.00,5,3,2.000,1985,128000,2012-06-12,257820
909 S Monroe St,Denver,CO,80209,Single Family Residence,2291,13000.00,9,2,3.000,1952,834200,2009-10-12,1338907
4310 Argonne St,Denver,CO,80249,Single Family Residence,2519,8025.00,7,4,3.000,1996,235000,2000-08-04,342256
2524 S Garfield St,Denver,CO,80210,Single Family Residence,2469,9490.00,6,3,2.000,1955,0,1992-05-05,814852
8070 E 8th Ave,Denver,CO,80230,Single Family Residence,2588,11830.00,8,3,4.000,2003,637000,2015-10-27,842212
